row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,target_name,description_of_target
TRINITY_DN54725_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Heat induced stress protein YflT domain,Stress
TRINITY_DN562363_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Universal stress protein family,Stress
TRINITY_DN562619_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Universal stress protein family,Stress
TRINITY_DN719381_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Universal stress protein family,Stress
TRINITY_DN73910_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN769784_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Universal stress protein family,Stress
TRINITY_DN79503_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Hsp70 protein,Heat shock protein
TRINITY_DN847016_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Hsp70 protein,Heat shock protein
TRINITY_DN848619_c0_g1,0.520312721,-2.660223315,4.886940745,-0.544353503,0.586198236,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN1319499_c0_g1,7.252503057,1.581429406,2.911815476,0.5431077,0.587055651,NA,ATP-dependent RNA helicase RhlB,RNA helicase
TRINITY_DN9175_c0_g1,16.29347249,1.27247524,2.344596423,0.542726769,0.587317941,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN53208_c0_g2,13.33612656,-1.493936134,2.756936075,-0.541882762,0.587899273,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13732_c2_g2,13.9425569,1.29126927,2.38722238,0.540908665,0.588570538,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1398772_c0_g1,6.31865609,1.614770954,2.987047845,0.540590924,0.588789575,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN21773_c0_g1,11.13505924,-1.74811814,3.242407364,-0.539142046,0.589788845,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN27912_c1_g4,6.251243784,1.593250713,2.95540296,0.539097624,0.589819495,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN666_c0_g1,3.23903844,-2.019846317,3.755532491,-0.537832204,0.590692897,NA,Hsp70 protein,Heat shock protein
TRINITY_DN691001_c0_g1,4.094285106,-1.929014463,3.592035089,-0.537025506,0.591249996,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN94350_c0_g1,4.766823951,-1.694226503,3.16933107,-0.534569114,0.592947846,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN13696_c0_g1,10.04413063,1.323027865,2.48108222,0.53324628,0.593863109,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1189874_c0_g1,6.287984056,1.810230555,3.396791015,0.532923735,0.594086374,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1315936_c0_g1,6.287984056,1.810230555,3.396791015,0.532923735,0.594086374,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN7114_c0_g1,8.230954742,-1.519398277,2.858081245,-0.531614796,0.594992815,NA,Hsp70 protein,Heat shock protein
TRINITY_DN53999_c0_g1,3.186582353,-1.995347203,3.759999217,-0.530677558,0.59564224,NA,Hsp70 protein,Heat shock protein
TRINITY_DN212944_c0_g1,0.491893407,-2.586001028,4.892275193,-0.528588627,0.597090851,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN374248_c0_g1,0.491893407,-2.586001028,4.892275193,-0.528588627,0.597090851,NA,Hsp70 protein,Heat shock protein
TRINITY_DN55118_c1_g1,0.491893407,-2.586001028,4.892275193,-0.528588627,0.597090851,NA,Hsp90 protein,Heat shock protein
TRINITY_DN24566_c0_g2,19.51339444,1.228569533,2.32936086,0.52742774,0.597896584,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6731_c0_g1,72.18788019,1.413492909,2.680297293,0.527364226,0.597940681,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN32856_c1_g1,23.09439087,-1.240833237,2.353979196,-0.527121582,0.598109161,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN297_c0_g1,50.53116895,1.674218008,3.181841244,0.526178989,0.598763851,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN14647_c0_g1,1.50668672,2.402599615,4.577759252,0.524841846,0.599693139,NA,Stress-inducible humoral factor Turandot,Stress
TRINITY_DN23380_c3_g1,7.648986587,1.334293187,2.544086898,0.524468401,0.599952792,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1080_c0_g1,476.9137386,-1.202939293,2.294648596,-0.524236825,0.600113831,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN74724_c0_g1,3.973869833,-1.713064847,3.276457324,-0.52284058,0.601085198,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN15814_c0_g1,2.2788796,-2.119556359,4.055588359,-0.522626108,0.601234469,NA,Hsp70 protein,Heat shock protein
TRINITY_DN263_c2_g1,16.47745764,-1.213552855,2.333284522,-0.520104961,0.602990421,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1174_c2_g1,5.196025865,1.796298896,3.470767131,0.51755097,0.604771598,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN52184_c1_g1,13.15543636,-1.262623993,2.442315903,-0.516978165,0.605171402,NA,Hsp90 protein,Heat shock protein
TRINITY_DN12758_c0_g1,10.95159182,-1.480791448,2.866805032,-0.516530225,0.605484135,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN398_c2_g1,9.759264755,-1.323543195,2.562996598,-0.516404585,0.605571864,NA,Hsp70 protein,Heat shock protein
TRINITY_DN29486_c0_g1,13.30374645,-1.42122139,2.756554381,-0.515578941,0.606148521,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1237_c0_g1,56.35641668,1.134512421,2.206066464,0.514269375,0.60706367,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN15043_c0_g1,3.834418452,1.640318357,3.195775238,0.513277135,0.607757476,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN144225_c0_g2,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp33 protein,Heat shock protein
TRINITY_DN34113_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN4734_c2_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp90 protein,Heat shock protein
TRINITY_DN56668_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN652302_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN68230_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN733138_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN750420_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN758109_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp90 protein,Heat shock protein
TRINITY_DN821363_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN90144_c0_g1,0.463474094,-2.50852075,4.898137598,-0.512137665,0.608554666,NA,Hsp70 protein,Heat shock protein
TRINITY_DN50142_c0_g1,7.261622024,-1.708182201,3.338174018,-0.51171155,0.608852901,NA,Hsp70 protein,Heat shock protein
TRINITY_DN37308_c0_g1,12.45726486,-1.411255693,2.763667791,-0.510645924,0.609599012,NA,Hsp70 protein,Heat shock protein
TRINITY_DN946_c0_g1,106.5781468,1.110483092,2.184179277,0.50842122,0.611157975,0.996840212,Hsp90 protein,Heat shock protein
TRINITY_DN72753_c0_g1,9.11801226,-1.253456729,2.465700731,-0.508357204,0.61120286,NA,Hsp90 protein,Heat shock protein
TRINITY_DN45048_c0_g1,10.95885434,-1.421189446,2.79587854,-0.508315875,0.611231839,NA,Universal stress protein family,Stress
TRINITY_DN41822_c0_g1,5.668673837,1.580433941,3.125355185,0.505681386,0.613080338,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN63539_c0_g1,9.288595996,1.253288655,2.486276091,0.504082656,0.614203295,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN292903_c0_g1,4.191989371,1.808108853,3.587776575,0.503963615,0.614286946,NA,Hsp70 protein,Heat shock protein
TRINITY_DN17386_c0_g1,12.85393153,-1.210569319,2.403722235,-0.503622799,0.614526468,NA,Hsp90 protein,Heat shock protein
TRINITY_DN56596_c1_g4,3.720216697,1.474952466,2.929458127,0.503489861,0.614619907,NA,Hsp70 protein,Heat shock protein
TRINITY_DN160950_c0_g1,4.704647106,-1.770829244,3.521353598,-0.502883109,0.615046458,NA,Hsp70 protein,Heat shock protein
TRINITY_DN4626_c5_g1,12.68399887,1.618153373,3.224860452,0.501774696,0.615826014,NA,Hsp70 protein,Heat shock protein
TRINITY_DN946_c1_g2,11.34248909,-1.215946966,2.426252201,-0.501162643,0.616256663,NA,Hsp90 protein,Heat shock protein
TRINITY_DN13006_c0_g1,24.5154334,1.20985513,2.415117557,0.500950824,0.616405733,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN42189_c0_g1,3.579075809,1.848377989,3.6939868,0.500374822,0.616811178,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN46276_c0_g2,1.22469774,-2.201184465,4.40623317,-0.499561503,0.617383871,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1151131_c0_g1,1.391902462,-2.335974375,4.676191111,-0.499546387,0.617394516,NA,Universal stress protein family,Stress
TRINITY_DN29162_c0_g1,1.391902462,-2.335974375,4.676191111,-0.499546387,0.617394516,NA,Hsp70 protein,Heat shock protein
TRINITY_DN168063_c0_g1,15.83906008,1.593223485,3.192140703,0.499108164,0.617703187,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1372843_c0_g1,1.364065651,2.114040356,4.239538877,0.498648654,0.618026923,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN64502_c0_g1,8.634333963,1.261605059,2.53864742,0.496959542,0.619217582,NA,ATP-dependent RNA helicase RhlB,RNA helicase
TRINITY_DN25116_c0_g1,33.06038786,1.103850819,2.223969884,0.496342521,0.619652771,NA,Hsp70 protein,Heat shock protein
TRINITY_DN20912_c0_g2,17.19089817,1.229602016,2.478150948,0.496177207,0.619769391,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN47939_c0_g2,3.542860039,1.832984679,3.694876305,0.496088239,0.619832157,NA,Hsp70 protein,Heat shock protein
TRINITY_DN179865_c0_g1,2.32033083,-2.001612687,4.037689548,-0.495732191,0.620083372,NA,Hsp70 protein,Heat shock protein
TRINITY_DN43742_c0_g2,2.32033083,-2.001612687,4.037689548,-0.495732191,0.620083372,NA,Hsp70 protein,Heat shock protein
TRINITY_DN733_c1_g1,34.61034327,-1.132249233,2.287361364,-0.495002342,0.620598467,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN9736_c0_g1,66.52855429,-1.370473536,2.772667146,-0.494279863,0.621108545,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN4734_c0_g2,12.86012267,-1.172901342,2.374059469,-0.494048846,0.621271683,NA,Hsp90 protein,Heat shock protein
TRINITY_DN51712_c0_g1,2.329211913,1.996409128,4.043801919,0.493696073,0.621520839,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN7254_c0_g1,40.77063475,1.331862452,2.70241221,0.492842079,0.622124176,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN15329_c4_g1,5.282261863,1.331709468,2.70399587,0.492496857,0.622368143,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13732_c5_g1,4.983534253,1.718413421,3.489811586,0.492408653,0.622430484,NA,Hsp90 protein,Heat shock protein
TRINITY_DN2410_c0_g1,56.82177931,-1.08244775,2.203805438,-0.491172102,0.623304729,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN10232_c0_g3,7.427404567,-1.260357849,2.572956852,-0.489848031,0.62424144,NA,Hsp70 protein,Heat shock protein
TRINITY_DN8655_c0_g1,2.97888208,-1.867853931,3.815280816,-0.489571809,0.624436929,NA,Hsp90 protein,Heat shock protein
TRINITY_DN8241_c0_g1,8.145240156,1.303114248,2.664844019,0.489002072,0.62484023,NA,Hsp90 protein,Heat shock protein
TRINITY_DN2023_c1_g1,78.01939691,1.079536508,2.208154287,0.488886358,0.624922154,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN56256_c0_g1,4.327502333,-1.582142966,3.237061119,-0.488759065,0.625012282,NA,Hsp70 protein,Heat shock protein
TRINITY_DN62225_c0_g1,16.60285416,1.349865677,2.766140276,0.487996104,0.625552601,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN773353_c0_g1,6.448245241,1.652436585,3.388512366,0.48765842,0.625791808,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN43228_c0_g1,17.25024597,-1.337703592,2.745916842,-0.487160999,0.626144241,NA,Hsp70 protein,Heat shock protein
TRINITY_DN65523_c0_g1,2.287528977,-1.969855598,4.057583437,-0.485475069,0.627339394,NA,Trehalose-phosphatase,Trehalose
TRINITY_DN167181_c0_g1,7.589177747,-1.618700577,3.337956684,-0.484937562,0.627720637,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN72655_c0_g1,5.802307256,-1.659161793,3.424183706,-0.484542284,0.628001063,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN938_c1_g1,174.5993384,-1.114785787,2.302079755,-0.484251592,0.628207326,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN224957_c0_g1,4.054745234,-1.745489575,3.608179,-0.483759141,0.628556815,NA,Universal stress protein family,Stress
TRINITY_DN1040129_c0_g1,6.810652256,1.270924232,2.628024397,0.483604427,0.628666633,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10236_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN103865_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp90 protein,Heat shock protein
TRINITY_DN105079_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN1128682_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN11315_c1_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN125600_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Universal stress protein family,Stress
TRINITY_DN172954_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN18313_c0_g2,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN21213_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN224_c3_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN237195_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN245112_c0_g2,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN25413_c1_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2872_c1_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN36036_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp90 protein,Heat shock protein
TRINITY_DN38467_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN49551_c2_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN51831_c1_g2,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN535061_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN538056_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Universal stress protein family,Stress
TRINITY_DN642784_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp70 protein,Heat shock protein
TRINITY_DN6859_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN878754_c0_g1,0.466434455,2.362463035,4.887938452,0.483325037,0.628864965,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN6955_c2_g2,15.50040885,-1.120679187,2.322295484,-0.482573899,0.629398315,NA,Hsp70 protein,Heat shock protein
TRINITY_DN14_c2_g3,37.44883093,-1.110362881,2.304977461,-0.481723965,0.63000205,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN178890_c0_g1,4.907903748,1.477721072,3.071270443,0.481143259,0.630414684,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN15239_c0_g1,12.07015201,1.375146642,2.858351002,0.481097892,0.630446926,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN63_c0_g1,105.1221337,1.046103331,2.183955893,0.478994715,0.631942388,0.996840212,Hsp90 protein,Heat shock protein
TRINITY_DN733_c2_g1,47.91992669,1.346693457,2.812124589,0.478888262,0.632018122,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN6740_c0_g1,25.40914839,-1.198006783,2.502949002,-0.478638111,0.632196101,NA,Hsp90 protein,Heat shock protein
TRINITY_DN1803_c1_g2,26.03691558,1.084757662,2.270005695,0.477865612,0.632745858,NA,Hsp70 protein,Heat shock protein
TRINITY_DN13972_c0_g1,7.451109832,1.589084524,3.339126333,0.475898294,0.634146838,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1803_c4_g2,6.26907013,-1.4211353,2.987111074,-0.47575576,0.634248391,NA,Hsp70 protein,Heat shock protein
TRINITY_DN631_c1_g1,79.8279629,1.024684589,2.155884324,0.475296646,0.634575549,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN666_c1_g3,48.69142615,1.065281691,2.252018844,0.473034093,0.636188856,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN790048_c0_g1,5.843150515,1.274279101,2.69680406,0.47251453,0.636559573,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN686700_c0_g1,20.60417142,-1.077831898,2.281145731,-0.472495853,0.636572901,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1357_c6_g1,25.42545038,1.278855772,2.707928885,0.472263426,0.636738773,NA,Hsp70 protein,Heat shock protein
TRINITY_DN9070_c0_g1,26.62385512,1.121449254,2.374876369,0.472213741,0.636774233,NA,Hsp90 protein,Heat shock protein
TRINITY_DN28599_c1_g1,6.563508524,-1.257050978,2.664973331,-0.471693643,0.637145475,NA,Hsp70 protein,Heat shock protein
TRINITY_DN155558_c0_g1,1.426242497,2.185988261,4.650229439,0.470081808,0.638296571,NA,Hsp70 protein,Heat shock protein
TRINITY_DN24354_c0_g1,1.426242497,2.185988261,4.650229439,0.470081808,0.638296571,NA,Universal stress protein family,Stress
TRINITY_DN66492_c0_g1,13.76834992,-1.121768328,2.390296665,-0.46930088,0.638854586,NA,Hsp33 protein,Heat shock protein
TRINITY_DN684_c0_g1,40.93751444,1.043910371,2.226727038,0.468809312,0.639205943,0.996840212,Heat shock protein 9/12,Heat shock protein
TRINITY_DN14162_c1_g2,10.80145076,-1.126491874,2.423013805,-0.464913519,0.641993389,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1399090_c0_g1,2.047142553,-1.927522823,4.158147859,-0.463553219,0.642967878,NA,Hsp70 protein,Heat shock protein
TRINITY_DN940722_c0_g1,2.013092224,1.729271355,3.730734515,0.463520347,0.642991434,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN309707_c0_g1,5.177295078,-1.608063095,3.474446706,-0.462825661,0.643489336,NA,Universal stress protein family,Stress
TRINITY_DN7876_c0_g2,24.2360185,-1.045005625,2.260769246,-0.462234537,0.643913139,NA,Hsp70 protein,Heat shock protein
TRINITY_DN109910_c0_g1,8.336609879,-1.386153404,3.011419831,-0.460298956,0.645301651,NA,Hsp90 protein,Heat shock protein
TRINITY_DN89132_c0_g1,3.041058925,-1.746023511,3.802202821,-0.45921367,0.646080735,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN10292_c4_g1,7.219179792,-1.366476282,2.978121263,-0.458838362,0.646350244,NA,Hsp90 protein,Heat shock protein
TRINITY_DN107717_c0_g1,3.937209942,-1.355902554,2.958903253,-0.458244977,0.64677645,NA,Hsp70 protein,Heat shock protein
TRINITY_DN29389_c0_g2,6.609773472,-1.349466694,2.949073686,-0.457590022,0.647247013,NA,Stress-induced bacterial acidophilic repeat motif,Stress
TRINITY_DN110549_c2_g2,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1192_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1244272_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Universal stress protein family,Stress
TRINITY_DN1297865_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Universal stress protein family,Stress
TRINITY_DN13312_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN1368516_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1402943_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN17557_c3_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN177418_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN2097_c0_g2,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Heat shock protein 9/12,Heat shock protein
TRINITY_DN410790_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN4938_c1_g2,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN579154_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp33 protein,Heat shock protein
TRINITY_DN58067_c0_g2,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN590731_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN595037_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,13-beta-glucan synthase component,13-beta-glucan synthase
TRINITY_DN635869_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN73910_c0_g2,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN783775_c0_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN81122_c1_g1,0.424983224,2.240411424,4.896943246,0.45751223,0.647302914,NA,Hsp70 protein,Heat shock protein
TRINITY_DN25994_c0_g1,34.75567694,1.053501989,2.3098406,0.45609294,0.648323147,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN2365_c0_g1,52.74265948,1.011229695,2.21842725,0.455831804,0.648510932,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN14597_c0_g1,31.10892911,1.127906414,2.482512053,0.45434076,0.649583583,NA,Hsp70 protein,Heat shock protein
TRINITY_DN890_c0_g1,70.91364008,-1.075314685,2.374284825,-0.452900458,0.650620421,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN5692_c0_g1,26.22107753,-1.045966174,2.313573439,-0.452099837,0.651197061,NA,Hsp90 protein,Heat shock protein
TRINITY_DN40829_c1_g2,4.306776718,-1.608088104,3.559868195,-0.451726866,0.651465761,NA,Hsp70 protein,Heat shock protein
TRINITY_DN26134_c0_g1,12.94346925,-1.251751212,2.773507405,-0.451324273,0.651755853,NA,Hsp90 protein,Heat shock protein
TRINITY_DN523_c0_g1,310.2832223,-0.98119629,2.177487204,-0.45060944,0.652271062,0.996840212,Hsp70 protein,Heat shock protein
TRINITY_DN205042_c0_g2,7.263099114,1.306628564,2.901237772,0.450369348,0.652444143,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN565806_c0_g1,5.635894363,1.202491758,2.670523845,0.450283101,0.652506323,NA,Hsp70 protein,Heat shock protein
TRINITY_DN903733_c0_g1,6.296974795,1.523692828,3.38991663,0.449477965,0.6530869,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN17975_c0_g1,55.73198656,-1.005806033,2.238256787,-0.449370259,0.653164582,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN243993_c0_g1,1.294195108,2.140056292,4.77266697,0.448398412,0.653865687,NA,Hsp70 protein,Heat shock protein
TRINITY_DN599346_c0_g1,1.294195108,2.140056292,4.77266697,0.448398412,0.653865687,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN59775_c0_g2,4.491804696,-1.239243644,2.772594307,-0.446961765,0.654902667,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN12252_c0_g1,18.15137146,-1.041103353,2.330150246,-0.446796662,0.655021881,NA,Hsp90 protein,Heat shock protein
TRINITY_DN25307_c0_g2,5.30891129,-1.3579749,3.04305855,-0.446253293,0.655414291,NA,Hsp70 protein,Heat shock protein
TRINITY_DN394149_c0_g1,5.30891129,-1.3579749,3.04305855,-0.446253293,0.655414291,NA,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN7876_c0_g5,10.15920768,1.169604342,2.624234815,0.445693478,0.655818676,NA,Hsp70 protein,Heat shock protein
TRINITY_DN1609_c0_g1,45.33867383,-1.009825903,2.267641028,-0.44532,0.656088516,0.996840212,Hsp20/alpha crystallin family,Heat shock protein
TRINITY_DN56281_c0_g1,5.427762912,1.534169872,3.449589978,0.444739776,0.656507821,NA,Hsp70 protein,Heat shock protein
